airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,average
0.8060555555555555,0.8846666666666667,0.6792777777777778,0.6679444444444445,0.8319444444444444,0.8195555555555556,0.8337777777777777,0.8408888888888888,0.9151666666666667,0.8409444444444445,0.8120222222222223
0.8169444444444445,0.8973888888888889,0.7849999999999999,0.6003888888888889,0.7621111111111112,0.8085555555555556,0.8816111111111111,0.8566111111111111,0.891888888888889,0.9017222222222222,0.8202222222222222
0.8381111111111111,0.8917222222222223,0.7213888888888889,0.7614444444444444,0.6901666666666666,0.736,0.901,0.8310555555555557,0.8727222222222222,0.8979444444444444,0.8141555555555555
0.8223888888888888,0.9339444444444445,0.7124444444444444,0.678611111111111,0.8590555555555556,0.7636111111111111,0.8621666666666666,0.8367777777777778,0.8620555555555556,0.874,0.8205055555555557
0.8740555555555556,0.9114444444444445,0.7949999999999999,0.6914444444444445,0.7626111111111111,0.7282222222222222,0.8950555555555556,0.8831111111111112,0.8802222222222222,0.8886666666666667,0.8309833333333334
0.8946666666666667,0.8847777777777778,0.8294999999999999,0.6957777777777778,0.7329444444444444,0.768,0.8662222222222222,0.9037222222222222,0.9041111111111111,0.8764444444444445,0.8356166666666667
0.9037777777777778,0.8963333333333334,0.775611111111111,0.7046666666666667,0.8109444444444445,0.6866111111111111,0.7827777777777778,0.8788333333333334,0.9059999999999999,0.8865000000000001,0.8232055555555554
0.8465,0.9015,0.7609444444444444,0.6528333333333334,0.8345,0.7621666666666667,0.8493333333333333,0.7837222222222222,0.9070555555555555,0.9042222222222223,0.8202777777777778
0.8708333333333333,0.9336111111111112,0.7593333333333334,0.7569444444444444,0.6994444444444445,0.7727222222222222,0.9108888888888889,0.8614999999999999,0.9028888888888889,0.8842222222222222,0.8352388888888889
0.8842222222222222,0.8761111111111111,0.7673333333333334,0.6513333333333333,0.7903333333333333,0.825388888888889,0.8555555555555555,0.8634999999999999,0.9196111111111112,0.8759444444444444,0.8309333333333335
0.8527777777777777,0.9313333333333333,0.7726666666666666,0.7391666666666667,0.8392777777777778,0.7716666666666667,0.8649444444444445,0.8751111111111112,0.9078333333333333,0.9088333333333334,0.846361111111111
0.9040555555555556,0.9342777777777778,0.8637222222222223,0.6801111111111111,0.6933333333333334,0.7772222222222223,0.8935555555555557,0.8663888888888889,0.8772222222222222,0.9045555555555556,0.8394444444444444
0.8473333333333333,0.9003888888888889,0.7382222222222222,0.7997777777777778,0.7877777777777777,0.7721111111111112,0.8292777777777778,0.8731666666666666,0.9214444444444445,0.9182777777777777,0.8387777777777778
0.8871666666666667,0.9467777777777777,0.7323888888888889,0.7393333333333334,0.7949999999999999,0.8086666666666666,0.8893333333333333,0.8654999999999999,0.9016111111111111,0.869,0.8434777777777777
0.9171666666666667,0.9275,0.7501666666666666,0.7303888888888889,0.7957777777777777,0.7555000000000001,0.9219999999999999,0.8571111111111112,0.8711666666666666,0.9285,0.8455277777777777
0.8657222222222223,0.8992777777777778,0.806,0.6910000000000001,0.7926666666666666,0.7311666666666666,0.9174444444444445,0.8788333333333334,0.9165555555555556,0.9232222222222222,0.8421888888888889
0.8821111111111111,0.7955555555555556,0.7988333333333333,0.7461111111111112,0.7948888888888889,0.7545555555555556,0.9047777777777777,0.8734444444444445,0.9337222222222222,0.8989444444444444,0.8382944444444445
0.9059999999999999,0.9346666666666666,0.7797222222222222,0.7163333333333334,0.8557777777777777,0.8318888888888889,0.8871666666666667,0.8571111111111112,0.9112222222222222,0.8647222222222222,0.8544611111111111
0.8856111111111111,0.9239999999999999,0.8072777777777778,0.6968888888888889,0.8293333333333334,0.8494444444444444,0.8805000000000001,0.8517777777777777,0.8427777777777777,0.8801111111111111,0.8447722222222224
0.8987222222222222,0.901,0.7980555555555555,0.6973888888888888,0.8332222222222223,0.7035,0.9204444444444444,0.9041666666666667,0.9032222222222221,0.9253333333333333,0.8485055555555556
0.8389444444444445,0.9052777777777777,0.8047222222222222,0.7393888888888889,0.8771111111111112,0.7367222222222223,0.7948888888888889,0.8715555555555556,0.9490000000000001,0.9083333333333333,0.8425944444444445
0.8942777777777777,0.8913888888888889,0.8114444444444444,0.7056666666666667,0.8376666666666666,0.8022777777777778,0.8851666666666667,0.9057222222222222,0.9207777777777777,0.8745555555555555,0.8528944444444443
0.8779444444444444,0.9242222222222223,0.7373888888888889,0.7717777777777778,0.8399444444444444,0.7951111111111111,0.9188333333333334,0.8624444444444445,0.9263333333333333,0.8768333333333334,0.8530833333333334
0.8469444444444445,0.8968888888888888,0.8486111111111111,0.7334444444444445,0.8813888888888889,0.7551666666666667,0.8432777777777778,0.9141111111111111,0.9410000000000001,0.9135,0.8574333333333334
0.8861666666666667,0.9227777777777777,0.857,0.6601111111111111,0.8174444444444444,0.8069999999999999,0.9189444444444445,0.8613333333333333,0.9207777777777777,0.9131666666666667,0.8564722222222223
0.9063888888888889,0.9475,0.7765,0.7330555555555556,0.8342777777777778,0.7945,0.9328333333333334,0.9076111111111111,0.8615555555555555,0.8930555555555556,0.8587277777777776
0.8745,0.9327222222222222,0.8557222222222223,0.6694444444444445,0.8660000000000001,0.7776666666666666,0.9197222222222223,0.9058333333333333,0.9180555555555556,0.9228888888888889,0.8642555555555556
0.8903888888888889,0.9061111111111111,0.6547222222222222,0.7425555555555556,0.8041111111111111,0.7553333333333334,0.8283333333333334,0.8537777777777777,0.9057222222222222,0.8457777777777777,0.8186833333333334
0.8829444444444445,0.9475,0.8348888888888888,0.7243333333333333,0.8682222222222222,0.7956666666666666,0.8436666666666666,0.8406666666666667,0.9094444444444445,0.8353333333333334,0.8482666666666667
0.9188888888888889,0.9538888888888889,0.8456666666666667,0.7143333333333334,0.8226666666666667,0.7805,0.8579444444444444,0.8400000000000001,0.9122777777777777,0.8432222222222222,0.8489388888888889
0.8821666666666667,0.8877222222222223,0.8221111111111111,0.7095,0.7513333333333334,0.7208888888888889,0.9203333333333333,0.8972222222222221,0.9033888888888888,0.8967222222222222,0.8391388888888889
0.9093333333333333,0.9388888888888889,0.8097777777777777,0.7421111111111112,0.9006666666666667,0.8037222222222222,0.9053888888888888,0.7887222222222222,0.9193888888888888,0.8788333333333334,0.8596833333333332
0.9143888888888889,0.9112777777777777,0.7843888888888888,0.701,0.7873333333333333,0.8194444444444444,0.9198333333333333,0.9178333333333333,0.9253333333333333,0.9109444444444444,0.8591777777777777
0.9020555555555556,0.9436111111111112,0.8198333333333334,0.7521666666666667,0.8863333333333334,0.8242777777777778,0.8809444444444445,0.856111111111111,0.9024444444444445,0.9153333333333333,0.8683111111111111
0.8842222222222222,0.9312222222222222,0.8251666666666666,0.7302222222222222,0.8723888888888889,0.8397777777777777,0.8833333333333333,0.9073888888888888,0.9050555555555555,0.9142777777777777,0.8693055555555554
0.9207777777777777,0.9468333333333334,0.7044444444444444,0.7722777777777777,0.8981111111111111,0.8041111111111111,0.9146666666666666,0.8632222222222222,0.9161666666666666,0.8670555555555555,0.8607666666666667
0.8862777777777777,0.9262222222222223,0.8618888888888889,0.7100555555555556,0.8911666666666667,0.7414444444444445,0.8932222222222223,0.9178888888888889,0.8984444444444445,0.8999444444444444,0.8626555555555555
0.9121111111111111,0.9372222222222222,0.7893888888888889,0.738,0.8176111111111111,0.8281111111111111,0.8904444444444445,0.8820555555555556,0.9335555555555556,0.9010555555555555,0.8629555555555555
0.9163333333333333,0.9480555555555557,0.8697222222222223,0.7574444444444445,0.8029444444444445,0.7919444444444445,0.9001666666666667,0.8758888888888889,0.9195555555555556,0.8964444444444445,0.86785
0.8922777777777777,0.9342222222222223,0.7339444444444445,0.7656111111111111,0.8488333333333333,0.7884444444444445,0.9053333333333333,0.9312777777777778,0.95,0.8935555555555555,0.86435
0.9217222222222222,0.9313333333333333,0.8140000000000001,0.7406111111111111,0.862,0.8313333333333334,0.9322222222222223,0.8917777777777778,0.854111111111111,0.9156111111111112,0.8694722222222222
0.8847777777777778,0.9285555555555556,0.8011666666666666,0.8082777777777779,0.8785555555555555,0.7433333333333334,0.8745555555555555,0.9048888888888889,0.9257222222222222,0.9413333333333334,0.8691166666666668
0.8641666666666666,0.9378888888888889,0.8351111111111111,0.7405555555555556,0.8296666666666667,0.8230555555555557,0.8946111111111111,0.8775,0.9419444444444445,0.9017222222222222,0.8646222222222221
0.9177777777777778,0.9368333333333334,0.8531666666666666,0.7143888888888889,0.8407777777777777,0.8237777777777777,0.9333888888888888,0.864111111111111,0.8142777777777778,0.9038888888888889,0.8602388888888888
0.8528888888888888,0.9368333333333334,0.8177777777777777,0.8175,0.8577222222222223,0.7546666666666666,0.9299444444444445,0.8896666666666666,0.9515555555555556,0.9021111111111111,0.8710666666666669
0.9237222222222222,0.9289444444444445,0.8392222222222222,0.7088888888888889,0.8673333333333333,0.8292777777777778,0.9209444444444445,0.8467777777777777,0.9307777777777777,0.9085555555555556,0.8704444444444442
0.9062222222222223,0.9382222222222223,0.850111111111111,0.7775555555555556,0.8405555555555555,0.8145555555555556,0.8795555555555555,0.8934444444444445,0.9403888888888889,0.8933333333333333,0.8733944444444445
0.9200555555555556,0.9469444444444445,0.8192777777777778,0.744,0.7877222222222222,0.8381666666666667,0.9030555555555555,0.9085,0.9172777777777777,0.8953888888888889,0.8680388888888888
0.858111111111111,0.9468888888888889,0.8709444444444445,0.6767777777777777,0.8772222222222222,0.8496666666666667,0.8936111111111111,0.8982777777777777,0.9191666666666667,0.9237777777777778,0.8714444444444445
0.9015555555555556,0.926611111111111,0.8277222222222222,0.7783888888888888,0.903,0.7790555555555556,0.9257222222222222,0.850111111111111,0.9130555555555555,0.8817222222222223,0.8686944444444444
0.9163888888888889,0.9468888888888889,0.8134444444444444,0.6922222222222223,0.8563888888888889,0.7927222222222222,0.9318333333333333,0.8804444444444445,0.9095555555555555,0.8768888888888888,0.8616777777777778
0.9076111111111111,0.9185,0.8462777777777777,0.7538888888888888,0.8198888888888889,0.8122777777777778,0.9187777777777777,0.8950555555555556,0.9261666666666666,0.9111666666666667,0.8709611111111111
0.8737222222222223,0.9440555555555556,0.8463333333333334,0.7629444444444444,0.8737777777777778,0.8017222222222222,0.9250555555555555,0.8992222222222223,0.9503333333333334,0.9071111111111111,0.8784277777777778
0.9171666666666667,0.9062222222222223,0.8292222222222223,0.707,0.8617777777777778,0.8232777777777778,0.8817222222222223,0.9008333333333334,0.9329444444444445,0.9213888888888888,0.8681555555555555
0.9170555555555555,0.9079999999999999,0.8461666666666666,0.7446666666666666,0.8497777777777777,0.8296666666666667,0.9133888888888888,0.8863333333333334,0.9460555555555556,0.9127222222222222,0.8753833333333333
0.8767777777777778,0.9432777777777778,0.8240000000000001,0.8032777777777778,0.8861111111111111,0.8363888888888888,0.8763888888888889,0.8837222222222223,0.9342222222222223,0.8913888888888889,0.8755555555555556
0.9072222222222222,0.9058888888888889,0.8616666666666667,0.7201666666666666,0.9079999999999999,0.7990555555555556,0.9115555555555556,0.8798333333333334,0.9214444444444445,0.9278888888888889,0.8742722222222221
0.9258333333333333,0.9505555555555556,0.7735555555555556,0.8111666666666667,0.8492777777777778,0.7802222222222222,0.9067777777777777,0.8433333333333333,0.929,0.9196111111111112,0.8689333333333333
0.9311666666666667,0.9426111111111111,0.8086666666666666,0.7450555555555556,0.7761666666666667,0.839,0.9118888888888889,0.9390000000000001,0.9072777777777777,0.9248888888888889,0.8725722222222224
0.8366111111111112,0.9509444444444445,0.8468888888888888,0.7158333333333333,0.8072222222222223,0.8527222222222222,0.8973888888888889,0.9255555555555556,0.9378333333333333,0.9157777777777778,0.8686777777777778
0.8979444444444444,0.9382222222222223,0.7828888888888889,0.7585,0.8816666666666666,0.8593333333333333,0.9266666666666666,0.8259444444444445,0.924611111111111,0.914611111111111,0.8710388888888889
0.8643888888888889,0.933,0.8629444444444445,0.7918333333333334,0.8552222222222222,0.7836666666666666,0.9315,0.9150555555555555,0.9547222222222222,0.8986111111111111,0.8790944444444445
0.8822222222222222,0.9423888888888889,0.8778333333333334,0.732,0.8647777777777778,0.8026666666666666,0.9375555555555556,0.9057777777777778,0.8784444444444445,0.8900555555555556,0.8713722222222223
0.9075,0.9265,0.8311111111111111,0.7585,0.8864444444444445,0.8351666666666666,0.9286666666666666,0.8425555555555555,0.9408333333333334,0.9256111111111112,0.8782888888888889
0.9065,0.9249444444444445,0.8505555555555555,0.7985,0.8636666666666666,0.7938888888888889,0.8877777777777778,0.8793888888888889,0.9249444444444445,0.8948888888888888,0.8725055555555556
0.8311666666666666,0.9262222222222223,0.8332777777777778,0.7613888888888889,0.8018333333333334,0.8408333333333333,0.8982777777777777,0.8571111111111112,0.9434444444444445,0.9182777777777777,0.8611833333333333
0.9027222222222222,0.9060555555555555,0.833388888888889,0.7946111111111112,0.883,0.7480555555555555,0.9287222222222222,0.9074444444444445,0.9036666666666666,0.9302222222222223,0.873788888888889
0.9048333333333334,0.9466666666666667,0.8548888888888888,0.7017777777777777,0.8640555555555556,0.8187222222222222,0.9335555555555556,0.9246666666666667,0.9516111111111112,0.9097777777777778,0.8810555555555556
0.9304444444444444,0.9606111111111111,0.8330555555555557,0.7038888888888889,0.9061666666666667,0.8131666666666666,0.9348888888888889,0.9333888888888888,0.8711111111111112,0.8295,0.8716222222222221
0.8789444444444445,0.933,0.8618333333333333,0.7418333333333333,0.8274444444444444,0.8694444444444445,0.8837777777777778,0.9123888888888889,0.9323888888888889,0.9133333333333333,0.875438888888889
0.8999444444444444,0.9303333333333333,0.8145555555555556,0.8099444444444445,0.8968888888888888,0.7997222222222222,0.8876666666666666,0.9010555555555555,0.9341666666666666,0.9382777777777778,0.8812555555555555
0.9239444444444445,0.9320555555555556,0.8696666666666667,0.7241111111111111,0.8757222222222223,0.8297222222222222,0.9347777777777777,0.9176111111111112,0.9203333333333333,0.9128888888888889,0.8840833333333334
0.9190555555555555,0.9505,0.8734999999999999,0.7707777777777778,0.9065555555555556,0.848111111111111,0.9051111111111111,0.8692222222222222,0.9468888888888889,0.8883333333333334,0.8878055555555555
0.9048333333333334,0.9336111111111112,0.8620555555555556,0.7775,0.8947777777777778,0.8025,0.8907222222222222,0.8819444444444444,0.9526666666666667,0.9327222222222222,0.8833333333333334
0.8868888888888888,0.9142222222222223,0.8607777777777778,0.8077777777777777,0.8653888888888889,0.7881111111111111,0.9478888888888889,0.9043333333333333,0.9413888888888888,0.9099999999999999,0.8826777777777778
0.9255,0.9314444444444445,0.8556111111111111,0.756,0.8822222222222222,0.8208888888888889,0.9312222222222222,0.9213888888888888,0.9077777777777778,0.9157222222222222,0.8847777777777777
0.8917222222222223,0.9393333333333334,0.8708888888888888,0.7888333333333333,0.8938333333333334,0.8173888888888889,0.8962777777777777,0.8708888888888888,0.9588888888888889,0.9211111111111111,0.8849166666666666
0.9027222222222222,0.9115,0.7838888888888889,0.8001111111111111,0.8956666666666666,0.8059444444444445,0.942,0.9112777777777777,0.9386666666666666,0.9324444444444444,0.8824222222222222
0.9162222222222223,0.9362222222222223,0.8491111111111111,0.7811666666666667,0.8791666666666667,0.8253333333333334,0.9136111111111112,0.9261111111111111,0.9236111111111112,0.9108333333333334,0.8861388888888888
0.8905555555555555,0.9481666666666666,0.891,0.7464444444444445,0.8788333333333334,0.8602777777777777,0.9103888888888889,0.8895,0.9101666666666666,0.9242222222222223,0.8849555555555557
0.9170555555555555,0.9410555555555555,0.8621666666666666,0.7702222222222221,0.8773888888888889,0.8323333333333334,0.9047777777777777,0.8906111111111111,0.9256111111111112,0.9331666666666667,0.8854388888888888
0.9195555555555556,0.9467777777777777,0.8588333333333333,0.8032222222222223,0.8547222222222222,0.7763333333333333,0.9227222222222222,0.9271666666666667,0.9333333333333333,0.9072777777777777,0.8849944444444444
0.9096111111111111,0.9493333333333334,0.8595555555555556,0.7934444444444444,0.8742222222222222,0.8283333333333334,0.9486666666666668,0.8999444444444444,0.9082222222222223,0.9187777777777777,0.8890111111111111
0.8579444444444444,0.9212777777777778,0.8107777777777778,0.7825555555555556,0.9007222222222222,0.8212222222222223,0.9365555555555556,0.9043888888888889,0.9541111111111111,0.9432777777777778,0.8832833333333333
0.8893333333333333,0.9084444444444444,0.8467222222222222,0.8152222222222223,0.8857777777777778,0.8454444444444444,0.8949444444444445,0.8975555555555557,0.9514444444444445,0.9363333333333334,0.8871222222222223
0.9371111111111111,0.9444444444444444,0.8545,0.7566666666666666,0.8587222222222222,0.8398333333333333,0.9350555555555555,0.9058333333333333,0.8840555555555556,0.8740555555555556,0.8790277777777777
0.8552777777777778,0.9478333333333333,0.8291111111111111,0.7723333333333333,0.9269444444444445,0.8672222222222222,0.9012777777777778,0.8683888888888889,0.9393888888888888,0.8851111111111112,0.8792888888888889
0.9182222222222223,0.9287222222222222,0.7957222222222222,0.7539444444444445,0.9016666666666666,0.8338333333333334,0.9146666666666666,0.9105555555555556,0.9474444444444445,0.9281111111111111,0.883288888888889
0.9324444444444444,0.9425,0.8191666666666666,0.8203888888888888,0.9037222222222222,0.7817777777777777,0.9167777777777777,0.9085555555555556,0.8966666666666667,0.9263888888888889,0.8848388888888887
0.8908333333333334,0.9400555555555556,0.8514444444444444,0.7909444444444444,0.8646666666666667,0.8427222222222222,0.8976111111111111,0.9170555555555555,0.9401111111111111,0.9320555555555556,0.8867499999999999
0.9017777777777778,0.927,0.8502222222222222,0.8026111111111112,0.8786666666666667,0.8412222222222222,0.9084444444444444,0.9091111111111111,0.9392222222222222,0.9339444444444445,0.8892222222222221
0.9282777777777778,0.9511111111111111,0.8532222222222222,0.7860555555555555,0.8482777777777777,0.8556666666666667,0.9249444444444445,0.9075555555555556,0.9283333333333333,0.8999444444444444,0.888338888888889
0.9208333333333334,0.9582777777777778,0.8827777777777778,0.7176111111111111,0.8795,0.868,0.9242777777777778,0.8968888888888888,0.9332777777777778,0.8799444444444444,0.8861388888888889
0.9277222222222222,0.8752222222222222,0.8708333333333333,0.7898333333333334,0.8848888888888888,0.8067777777777778,0.9262222222222223,0.9334444444444445,0.9118888888888889,0.9143888888888889,0.8841222222222221
0.9287777777777777,0.9125555555555556,0.8435555555555556,0.7310555555555556,0.8971111111111111,0.8255,0.9368888888888889,0.8865000000000001,0.9517777777777778,0.9326666666666666,0.8846388888888889
0.9113888888888888,0.9548888888888889,0.8709444444444445,0.7824444444444445,0.9052777777777777,0.8362222222222222,0.9107777777777777,0.9137777777777778,0.9184444444444444,0.9013888888888889,0.8905555555555555
0.8849444444444445,0.9267222222222222,0.8468333333333333,0.8087222222222222,0.8156111111111111,0.8390555555555556,0.9191666666666667,0.9028333333333334,0.9441666666666666,0.9248333333333334,0.8812888888888889
0.9194444444444445,0.9387777777777777,0.8325,0.7745555555555556,0.8988333333333334,0.8298888888888889,0.8946111111111111,0.895888888888889,0.9333333333333333,0.9496666666666667,0.8867499999999999
0.9171666666666667,0.9518333333333333,0.7939444444444445,0.7557777777777778,0.9079444444444444,0.812,0.933,0.888,0.9338333333333333,0.9060555555555556,0.8799555555555555
0.8922777777777777,0.9435555555555556,0.8625,0.7983888888888888,0.8832222222222222,0.7918333333333334,0.9256666666666666,0.9312777777777778,0.9354444444444445,0.9000555555555556,0.8864222222222221
0.9441666666666667,0.956388888888889,0.8811111111111112,0.7915,0.8795,0.8462222222222222,0.8768333333333334,0.8048333333333333,0.9208888888888889,0.8817777777777778,0.8783222222222221
0.8821666666666667,0.9439444444444445,0.8954444444444445,0.7773333333333333,0.8656111111111111,0.8327777777777778,0.9299999999999999,0.9292777777777778,0.9491666666666667,0.9036111111111111,0.8909333333333332
0.8940555555555556,0.9287777777777777,0.8409444444444445,0.8055555555555556,0.8984444444444444,0.8096111111111111,0.9431111111111111,0.8675555555555555,0.9298888888888889,0.9298888888888889,0.8847833333333334
0.8986666666666667,0.9398333333333333,0.8327777777777778,0.7825,0.8741666666666666,0.8509444444444445,0.9271111111111111,0.9229444444444445,0.9445,0.9221666666666666,0.889561111111111
0.9195555555555556,0.9241111111111111,0.8737777777777778,0.8236111111111111,0.8758333333333334,0.8224444444444445,0.9238333333333333,0.8947222222222222,0.9295,0.9302222222222223,0.8917611111111112
0.8960555555555556,0.9441666666666666,0.8183888888888888,0.7773333333333333,0.8818333333333334,0.8175,0.9411111111111111,0.9085555555555556,0.9367222222222222,0.9341666666666666,0.8855833333333333
0.9255,0.9141111111111111,0.8454444444444444,0.7677777777777778,0.9156666666666666,0.8702222222222222,0.9305,0.8902777777777777,0.9392777777777778,0.9471111111111111,0.894588888888889
0.8676111111111111,0.9532777777777778,0.8329444444444445,0.8320555555555555,0.8237222222222222,0.8434444444444444,0.9259999999999999,0.9182777777777777,0.9601666666666666,0.9282222222222223,0.8885722222222222
0.926611111111111,0.9474444444444445,0.9036666666666666,0.7781666666666667,0.8844444444444445,0.8343333333333334,0.8660555555555556,0.9315555555555556,0.8566666666666667,0.9302777777777778,0.8859222222222222
0.9266666666666666,0.9557777777777778,0.8390555555555556,0.6862222222222223,0.8643888888888889,0.8825000000000001,0.9424444444444444,0.9096111111111111,0.9200555555555555,0.9004444444444445,0.8827166666666668
0.9009444444444445,0.9603333333333333,0.8646111111111111,0.8026111111111112,0.8872777777777778,0.8467222222222222,0.9218333333333333,0.9213888888888888,0.9457777777777778,0.9080555555555556,0.8959555555555557
0.9265,0.9239444444444445,0.8952777777777777,0.7753888888888889,0.8536111111111111,0.8571666666666666,0.9283888888888889,0.8784444444444445,0.9325,0.9339444444444445,0.8905166666666668
0.9207777777777777,0.9597777777777777,0.8177777777777777,0.8251111111111111,0.8442777777777777,0.7995555555555556,0.9337777777777778,0.9099444444444444,0.9468888888888889,0.9095,0.8867388888888887
0.9313888888888888,0.9443888888888889,0.8542222222222222,0.7788333333333333,0.9188333333333334,0.8302777777777778,0.9407777777777777,0.9092222222222222,0.9223333333333333,0.9223333333333333,0.8952611111111111
0.8958333333333334,0.9197222222222222,0.8754444444444445,0.7726111111111111,0.8767222222222222,0.8135,0.9293333333333333,0.9242777777777778,0.9576111111111112,0.9176666666666666,0.8882722222222222
0.9328333333333334,0.9463333333333334,0.8438333333333333,0.8162222222222222,0.8748888888888888,0.8480555555555556,0.8808333333333334,0.9330555555555555,0.9093888888888888,0.9122222222222223,0.8897666666666668
0.9033333333333333,0.950388888888889,0.8473333333333333,0.7023888888888888,0.8924444444444445,0.8881111111111111,0.9406666666666667,0.8906111111111111,0.9173333333333333,0.9225,0.885511111111111
0.8723888888888889,0.9259999999999999,0.8586666666666667,0.7903333333333333,0.8795,0.8801666666666668,0.922611111111111,0.8880555555555556,0.9373333333333334,0.9443333333333334,0.889938888888889
0.9287777777777777,0.9365555555555556,0.8687777777777778,0.8001666666666667,0.8925555555555555,0.8320555555555555,0.9400555555555556,0.9194444444444445,0.9185,0.9278333333333333,0.8964722222222223
0.9009444444444445,0.9541666666666666,0.8981111111111111,0.7623333333333333,0.9055555555555556,0.8419444444444444,0.910611111111111,0.9127222222222222,0.9341666666666666,0.8926111111111111,0.8913166666666668
0.9146666666666666,0.9276111111111112,0.8011666666666666,0.813,0.8566666666666667,0.8231111111111111,0.9367777777777777,0.9359999999999999,0.9490000000000001,0.9314444444444445,0.8889444444444443
0.8792222222222222,0.9128333333333334,0.8665555555555555,0.7813333333333333,0.9147222222222222,0.8610555555555556,0.9052777777777777,0.9136666666666666,0.9279444444444445,0.9483333333333334,0.8910944444444446
0.9311111111111111,0.9520555555555557,0.8262222222222222,0.7803333333333333,0.8857777777777778,0.8544444444444445,0.902,0.9268333333333334,0.9493888888888888,0.8962777777777777,0.8904444444444446
0.9326666666666666,0.9565,0.8527777777777777,0.8055,0.8772777777777778,0.8054444444444444,0.9243888888888889,0.9432222222222222,0.917,0.9068888888888889,0.8921666666666667
0.9142222222222223,0.9456666666666667,0.8749444444444445,0.815,0.8565,0.848111111111111,0.9072777777777777,0.8819444444444444,0.9288333333333334,0.9351111111111111,0.8907611111111111
0.8883333333333334,0.9267222222222222,0.8482222222222222,0.821388888888889,0.8822777777777777,0.8496666666666667,0.9408888888888889,0.913,0.9305555555555556,0.9351666666666667,0.8936222222222223
0.9253333333333333,0.9539444444444445,0.8564444444444445,0.8408888888888889,0.9152777777777777,0.8067222222222222,0.9225555555555556,0.8743333333333334,0.9247222222222222,0.9232222222222222,0.8943444444444445
0.9243333333333333,0.9383333333333334,0.8891666666666667,0.8023888888888888,0.8407222222222221,0.8106111111111112,0.9295555555555556,0.8844444444444445,0.9445,0.9000555555555556,0.886411111111111
0.9083333333333333,0.9303333333333333,0.8991111111111111,0.7561111111111112,0.8870555555555556,0.8319444444444445,0.9295555555555556,0.9108888888888889,0.9437777777777778,0.9306111111111111,0.8927722222222222
0.9375,0.9479444444444445,0.858111111111111,0.791611111111111,0.8951666666666667,0.8103333333333333,0.916611111111111,0.9252222222222222,0.9115555555555555,0.9029444444444444,0.8896999999999998
0.9085,0.9490555555555555,0.8806111111111111,0.8229444444444445,0.8899444444444444,0.8523888888888889,0.9268333333333334,0.9116111111111111,0.9243333333333333,0.9223333333333333,0.8988555555555555
0.8880555555555556,0.9397222222222222,0.8757777777777778,0.8055,0.8935555555555557,0.8412777777777778,0.9479444444444445,0.9265,0.9297777777777778,0.9407222222222222,0.8988833333333334
0.9371111111111111,0.9552222222222222,0.8493333333333333,0.7795555555555556,0.8769444444444445,0.8586111111111111,0.9401666666666666,0.9027222222222222,0.9205555555555556,0.9357777777777778,0.8956
